,age,workclass,education,gender
24445,24, Self-emp-not-inc, 7th-8th, Male
24446,39, Private, Bachelors, Female
24447,60, Federal-gov, Some-college, Male
24448,22, Private, HS-grad, Female
24449,27, Private, Bachelors, Female
24450,35, Private, Bachelors, Male
24451,47, Private, Bachelors, Male
24452,33, Self-emp-not-inc, Bachelors, Female
24453,40, Self-emp-inc, Bachelors, Male
24454,38, Private, Bachelors, Male
24455,26, Private, Assoc-acdm, Female
24456,54, Self-emp-not-inc, Bachelors, Male
24457,39, Private, Bachelors, Male
24458,60, Private, 7th-8th, Male
24459,32, Private, Masters, Female
24460,19, State-gov, Some-college, Female
24461,49, ?, HS-grad, Male
24462,31, Private, 11th, Female
24463,29, Private, HS-grad, Female
24464,39, Private, HS-grad, Female
24465,42, Private, Masters, Male
24466,26, Private, HS-grad, Female
24467,27, Private, Assoc-voc, Male
24468,52, Private, 9th, Female
24469,50, Local-gov, Some-college, Female
24470,51, Private, HS-grad, Male
24471,51, Federal-gov, HS-grad, Male
24472,40, Private, HS-grad, Male
24473,61, Private, 7th-8th, Male
24474,35, Private, HS-grad, Male
24475,41, ?, HS-grad, Female
24476,31, Private, Masters, Male
24477,43, Private, HS-grad, Male
24478,20, Private, HS-grad, Male
24479,35, Private, Some-college, Male
24480,30, Private, Some-college, Male
24481,42, Self-emp-not-inc, Prof-school, Male
24482,51, Private, HS-grad, Male
24483,39, Self-emp-inc, Masters, Male
24484,69, Self-emp-not-inc, 9th, Male
24485,63, ?, 9th, Male
24486,29, Federal-gov, Some-college, Female
24487,21, Private, Some-college, Male
24488,24, Private, Bachelors, Male
24489,55, Private, HS-grad, Male
24490,42, Self-emp-not-inc, HS-grad, Male
24491,48, Private, 11th, Female
24492,31, Private, Bachelors, Female
24493,52, Private, Assoc-voc, Male
24494,30, Private, Some-college, Female
24495,29, Private, HS-grad, Male
24496,32, Private, Some-college, Male
24497,47, Private, Some-college, Male
24498,56, Private, 9th, Male
24499,40, Private, Some-college, Male
24500,20, Private, Some-college, Female
24501,36, Private, Some-college, Male
24502,45, Private, Bachelors, Male
24503,38, Private, 9th, Male
24504,60, State-gov, Prof-school, Male
24505,70, Self-emp-not-inc, Masters, Male
24506,21, Private, Some-college, Female
24507,57, Private, HS-grad, Female
24508,33, Private, HS-grad, Male
24509,37, Private, HS-grad, Male
24510,50, Self-emp-not-inc, Prof-school, Male
24511,68, Private, Some-college, Male
24512,28, Private, 11th, Female
24513,32, Private, Some-college, Male
24514,30, Private, Prof-school, Male
24515,18, Private, 11th, Male
24516,45, Private, Some-college, Female
24517,22, Private, HS-grad, Female
24518,38, Private, Bachelors, Female
24519,37, Private, Assoc-voc, Female
24520,23, Private, Bachelors, Male
24521,59, Private, 7th-8th, Male
24522,48, Self-emp-inc, Prof-school, Male
24523,53, Self-emp-inc, Some-college, Male
24524,18, Private, HS-grad, Male
24525,30, Private, Bachelors, Female
24526,50, Private, Some-college, Male
24527,63, ?, 11th, Male
24528,38, Self-emp-not-inc, HS-grad, Male
24529,48, Private, 9th, Female
24530,60, Private, HS-grad, Male
24531,46, Private, HS-grad, Female
24532,30, ?, HS-grad, Male
24533,39, Private, Bachelors, Male
24534,55, Local-gov, Some-college, Male
24535,17, Private, 11th, Male
24536,46, Private, Bachelors, Male
24537,50, Private, HS-grad, Female
24538,32, Private, Bachelors, Male
24539,18, Private, HS-grad, Female
24540,34, Private, HS-grad, Male
24541,50, Private, Bachelors, Male
24542,32, Private, 11th, Male
24543,23, Local-gov, Bachelors, Female
24544,26, Private, Bachelors, Male
24545,46, Private, Assoc-acdm, Female
24546,43, Self-emp-inc, Some-college, Male
24547,32, Private, HS-grad, Male
24548,37, State-gov, Assoc-acdm, Female
24549,48, Private, Some-college, Male
24550,28, Private, Bachelors, Male
24551,43, Private, HS-grad, Male
24552,51, Local-gov, 10th, Female
24553,30, Private, HS-grad, Male
24554,34, State-gov, Masters, Male
24555,34, Private, HS-grad, Male
24556,41, Private, Bachelors, Male
24557,53, Private, 10th, Female
24558,42, Private, Preschool, Male
24559,18, Private, HS-grad, Female
24560,81, Private, Bachelors, Male
24561,40, Private, Assoc-voc, Male
24562,26, Private, Bachelors, Female
24563,20, Private, Some-college, Female
24564,41, Private, HS-grad, Female
24565,49, State-gov, Masters, Male
24566,22, Private, Some-college, Female
24567,46, Private, Bachelors, Male
24568,56, Private, Some-college, Female
24569,35, Private, HS-grad, Female
24570,34, Private, Bachelors, Female
24571,29, Local-gov, Masters, Female
24572,28, Private, 12th, Male
24573,35, Private, Bachelors, Male
24574,29, Private, Some-college, Male
24575,21, Private, Some-college, Female
24576,52, Self-emp-not-inc, Some-college, Male
24577,45, Private, HS-grad, Male
24578,43, Private, HS-grad, Male
24579,35, ?, HS-grad, Female
24580,21, ?, Some-college, Male
24581,35, Private, 10th, Male
24582,30, Private, HS-grad, Male
24583,45, Private, HS-grad, Female
24584,29, Private, Some-college, Female
24585,29, State-gov, 10th, Female
24586,33, Private, Bachelors, Female
24587,17, Private, 10th, Male
24588,52, Private, HS-grad, Female
24589,24, Private, Some-college, Female
24590,32, State-gov, HS-grad, Male
24591,40, Private, Bachelors, Female
24592,32, Private, HS-grad, Male
24593,33, Private, Bachelors, Female
24594,30, Private, 7th-8th, Male
24595,28, Private, HS-grad, Male
24596,62, Without-pay, Assoc-acdm, Male
24597,46, Local-gov, Bachelors, Male
24598,32, Private, Assoc-voc, Female
24599,26, Private, HS-grad, Male
24600,41, Self-emp-inc, Bachelors, Male
24601,57, Federal-gov, Some-college, Male
24602,52, Private, Some-college, Male
24603,35, Self-emp-not-inc, Bachelors, Male
24604,19, Private, HS-grad, Male
24605,49, Private, Bachelors, Male
24606,47, Private, Assoc-voc, Male
24607,38, Private, 11th, Female
24608,30, Private, HS-grad, Male
24609,32, Private, 11th, Male
24610,32, Private, HS-grad, Female
24611,46, Private, Assoc-voc, Female
24612,22, Private, HS-grad, Male
24613,47, Local-gov, Some-college, Male
24614,57, Self-emp-not-inc, Some-college, Female
24615,47, Private, Some-college, Female
24616,41, Private, Bachelors, Male
24617,36, Local-gov, HS-grad, Male
24618,32, Private, Bachelors, Male
24619,37, Private, 11th, Male
24620,36, Self-emp-inc, HS-grad, Male
24621,64, Private, HS-grad, Male
24622,17, Private, 10th, Male
24623,23, Private, Some-college, Female
24624,40, Private, Some-college, Female
24625,42, State-gov, Bachelors, Male
24626,37, Self-emp-not-inc, HS-grad, Male
24627,35, Federal-gov, Some-college, Female
24628,56, Self-emp-not-inc, HS-grad, Male
24629,52, Private, Bachelors, Male
24630,37, Local-gov, Bachelors, Male
24631,48, State-gov, Doctorate, Male
24632,24, Private, HS-grad, Female
24633,33, Private, Assoc-voc, Male
24634,39, Private, Assoc-voc, Male
24635,34, Private, HS-grad, Male
24636,24, ?, Bachelors, Female
24637,23, Private, Some-college, Male
24638,49, Private, HS-grad, Male
24639,18, Private, HS-grad, Male
24640,20, Private, 12th, Male
24641,54, Private, Masters, Male
24642,19, Private, Some-college, Male
24643,53, Private, HS-grad, Male
24644,34, ?, 12th, Female
24645,28, Private, HS-grad, Male
24646,35, Private, HS-grad, Male
24647,20, Private, Some-college, Female
24648,31, Private, Some-college, Female
24649,37, Private, Doctorate, Female
24650,64, Private, 12th, Male
24651,42, Private, Some-college, Male
24652,27, Private, Some-college, Male
24653,36, Self-emp-not-inc, Some-college, Female
24654,36, Private, Some-college, Male
24655,23, Private, HS-grad, Male
24656,46, Private, HS-grad, Male
24657,24, Private, 11th, Male
24658,22, Private, HS-grad, Female
24659,62, Private, Bachelors, Male
24660,19, Private, HS-grad, Male
24661,20, Private, HS-grad, Male
24662,47, Private, Masters, Male
24663,57, Private, HS-grad, Female
24664,19, Private, HS-grad, Male
24665,37, Local-gov, Masters, Female
24666,35, Self-emp-inc, HS-grad, Male
24667,17, Private, 12th, Female
24668,36, Local-gov, Some-college, Female
24669,50, Private, Some-college, Male
24670,35, Private, HS-grad, Female
24671,27, State-gov, Doctorate, Male
24672,28, Private, HS-grad, Male
24673,29, Self-emp-not-inc, Prof-school, Male
24674,25, Private, HS-grad, Male
24675,47, Self-emp-inc, Assoc-acdm, Female
24676,29, State-gov, Masters, Female
24677,19, Private, HS-grad, Female
24678,49, Private, Some-college, Male
24679,31, Private, Prof-school, Male
24680,43, Federal-gov, Assoc-acdm, Female
24681,56, Self-emp-not-inc, 11th, Male
24682,42, Private, HS-grad, Female
24683,45, Federal-gov, Some-college, Male
24684,40, Private, Bachelors, Female
24685,44, Private, Some-college, Female
24686,17, ?, 10th, Female
24687,36, Private, HS-grad, Female
24688,19, Private, Some-college, Female
24689,53, Local-gov, HS-grad, Female
24690,72, Self-emp-not-inc, Some-college, Male
24691,46, Private, Assoc-voc, Male
24692,33, Private, Some-college, Female
24693,22, Private, 9th, Male
24694,17, ?, 11th, Female
24695,41, Private, HS-grad, Male
24696,46, Private, 9th, Male
24697,33, Private, HS-grad, Female
24698,32, Private, Preschool, Male
24699,52, Self-emp-not-inc, HS-grad, Male
24700,27, Private, HS-grad, Female
24701,48, State-gov, HS-grad, Male
24702,22, Private, Some-college, Female
24703,25, Private, HS-grad, Male
24704,60, ?, HS-grad, Male
24705,38, Private, Assoc-voc, Male
24706,37, Private, HS-grad, Male
24707,49, Private, Some-college, Female
24708,40, Self-emp-not-inc, Bachelors, Male
24709,48, Private, HS-grad, Male
24710,31, Private, Some-college, Female
24711,40, Self-emp-not-inc, HS-grad, Male
24712,25, Private, HS-grad, Female
24713,68, Private, Bachelors, Male
24714,18, ?, HS-grad, Female
24715,19, Private, 12th, Female
24716,35, Self-emp-inc, HS-grad, Male
24717,28, Private, HS-grad, Female
24718,53, Private, HS-grad, Female
24719,33, Private, Some-college, Male
24720,20, Private, HS-grad, Male
24721,45, Self-emp-not-inc, Bachelors, Female
24722,36, Private, Bachelors, Male
24723,34, Private, Some-college, Male
24724,32, Private, Some-college, Female
24725,19, Private, Some-college, Male
24726,24, Private, HS-grad, Female
24727,34, Private, Some-college, Male
24728,32, Private, HS-grad, Female
24729,37, Private, HS-grad, Male
24730,31, Private, Some-college, Female
24731,21, Private, Some-college, Female
24732,47, Private, HS-grad, Male
24733,23, Private, Some-college, Male
24734,33, Private, Masters, Male
24735,60, ?, Bachelors, Male
24736,17, Private, HS-grad, Male
24737,67, Private, HS-grad, Male
24738,57, Private, Masters, Male
24739,17, Private, 11th, Male
24740,53, Private, HS-grad, Male
24741,25, Self-emp-not-inc, Some-college, Male
24742,24, State-gov, HS-grad, Male
24743,48, Self-emp-not-inc, Some-college, Male
24744,51, Private, Masters, Male
24745,38, Private, HS-grad, Male
24746,51, Private, HS-grad, Male
24747,18, Private, HS-grad, Female
24748,23, Private, Some-college, Female
24749,42, Private, Some-college, Male
24750,34, Private, HS-grad, Female
24751,39, Private, HS-grad, Male
24752,20, ?, HS-grad, Male
24753,39, Private, Some-college, Female
24754,21, Self-emp-not-inc, Some-college, Male
24755,26, Private, 7th-8th, Male
24756,54, Federal-gov, Some-college, Male
24757,34, Private, Some-college, Female
24758,32, State-gov, HS-grad, Male
24759,59, Self-emp-not-inc, 7th-8th, Male
24760,24, ?, 11th, Female
24761,54, Private, Bachelors, Female
24762,54, Private, Bachelors, Male
24763,67, Private, HS-grad, Female
24764,33, Private, HS-grad, Male
24765,37, Private, HS-grad, Female
24766,47, Private, Bachelors, Female
24767,51, Private, HS-grad, Female
24768,45, Private, HS-grad, Male
24769,19, Private, HS-grad, Female
24770,58, Self-emp-inc, Doctorate, Male
24771,27, Private, HS-grad, Male
24772,36, Private, Some-college, Female
24773,20, ?, Assoc-acdm, Male
24774,51, Private, HS-grad, Female
24775,45, Self-emp-not-inc, Masters, Female
24776,32, Private, HS-grad, Male
24777,59, Private, HS-grad, Female
24778,45, Self-emp-not-inc, Bachelors, Male
24779,43, ?, HS-grad, Male
24780,54, Private, 10th, Male
24781,20, ?, Some-college, Female
24782,29, Local-gov, Bachelors, Female
24783,28, Private, 11th, Female
24784,18, Self-emp-not-inc, 11th, Female
24785,49, Private, Bachelors, Female
24786,46, Private, HS-grad, Male
24787,58, ?, HS-grad, Male
24788,56, Private, Bachelors, Female
24789,41, Private, Assoc-acdm, Female
24790,50, Self-emp-inc, Prof-school, Male
24791,74, Self-emp-not-inc, Some-college, Male
24792,30, Private, HS-grad, Male
24793,62, Private, HS-grad, Female
24794,19, Private, HS-grad, Female
24795,29, Private, HS-grad, Female
24796,20, ?, Some-college, Female
24797,36, Private, 7th-8th, Male
24798,36, Private, HS-grad, Male
24799,51, Local-gov, Assoc-acdm, Female
24800,37, Self-emp-not-inc, Some-college, Male
24801,29, Self-emp-not-inc, HS-grad, Male
24802,17, Private, 10th, Male
24803,18, Private, HS-grad, Female
24804,40, Self-emp-inc, Bachelors, Male
24805,26, Self-emp-inc, Bachelors, Female
24806,42, Self-emp-not-inc, Some-college, Male
24807,32, Private, HS-grad, Male
24808,33, Private, 9th, Male
24809,28, ?, Some-college, Female
24810,43, Private, Bachelors, Male
24811,47, Private, HS-grad, Male
24812,37, Private, Some-college, Female
24813,73, ?, Bachelors, Male
24814,37, Private, HS-grad, Male
24815,50, Private, Some-college, Female
24816,19, Private, HS-grad, Male
24817,32, Local-gov, Some-college, Male
24818,44, Local-gov, Assoc-voc, Male
24819,20, Private, Some-college, Female
24820,29, Private, Some-college, Female
24821,21, ?, Some-college, Female
24822,34, Private, Assoc-voc, Female
24823,44, Local-gov, Bachelors, Male
24824,18, Private, 11th, Female
24825,22, Private, Some-college, Female
24826,39, State-gov, Doctorate, Female
24827,26, Local-gov, Some-college, Male
24828,29, ?, Bachelors, Male
24829,21, Private, Some-college, Male
24830,49, Local-gov, Bachelors, Male
24831,24, Private, Assoc-acdm, Male
24832,26, Private, Bachelors, Male
24833,25, Private, Some-college, Male
24834,30, Private, Assoc-acdm, Male
24835,52, Private, Bachelors, Male
24836,30, Private, HS-grad, Male
24837,20, Private, HS-grad, Male
24838,31, Private, HS-grad, Male
24839,44, Private, Bachelors, Male
24840,46, Self-emp-inc, Some-college, Male
24841,31, Private, HS-grad, Female
24842,57, Private, 7th-8th, Female
24843,58, Private, HS-grad, Male
24844,41, Private, HS-grad, Male
24845,23, Private, HS-grad, Female
24846,47, Private, HS-grad, Female
24847,72, Self-emp-not-inc, Prof-school, Male
24848,26, Self-emp-not-inc, Bachelors, Male
24849,45, Federal-gov, Some-college, Male
24850,48, Private, Prof-school, Male
24851,23, Private, Some-college, Male
24852,20, Local-gov, HS-grad, Female
24853,18, Private, 11th, Male
24854,27, Private, Bachelors, Female
24855,25, Private, HS-grad, Male
24856,45, Private, HS-grad, Female
24857,53, Private, Some-college, Female
24858,54, Private, Some-college, Male
24859,41, Private, HS-grad, Male
24860,23, Private, 9th, Male
24861,17, Private, 10th, Male
24862,42, Private, HS-grad, Male
24863,61, Private, 12th, Male
24864,57, Private, Some-college, Female
24865,21, State-gov, Some-college, Male
24866,44, Private, Some-college, Male
24867,48, Private, Assoc-acdm, Male
24868,46, Private, Prof-school, Male
24869,37, Self-emp-not-inc, HS-grad, Male
24870,35, Private, HS-grad, Female
24871,27, Local-gov, Bachelors, Female
24872,28, Private, Some-college, Male
24873,19, Private, HS-grad, Male
24874,63, Self-emp-not-inc, Bachelors, Male
24875,69, ?, HS-grad, Female
24876,69, ?, Assoc-acdm, Female
24877,36, State-gov, Assoc-voc, Female
24878,20, Private, 12th, Male
24879,28, State-gov, Bachelors, Male
24880,58, Private, HS-grad, Female
24881,48, Private, HS-grad, Male
24882,39, Private, Some-college, Female
24883,38, Private, HS-grad, Male
24884,50, Local-gov, Assoc-acdm, Female
24885,35, Private, Bachelors, Female
24886,45, Self-emp-not-inc, Bachelors, Male
24887,38, Self-emp-inc, Some-college, Male
24888,54, Private, Assoc-acdm, Female
24889,42, Private, Bachelors, Female
24890,32, Private, 10th, Female
24891,55, State-gov, Doctorate, Male
24892,63, Private, Some-college, Male
24893,21, Private, 9th, Male
24894,62, ?, Masters, Male
24895,46, Local-gov, Bachelors, Male
24896,43, Private, Some-college, Female
24897,35, Self-emp-not-inc, HS-grad, Male
24898,37, Private, 9th, Male
24899,51, Private, HS-grad, Female
24900,45, Private, Bachelors, Male
24901,19, Private, 12th, Male
24902,61, ?, HS-grad, Male
24903,61, Private, 9th, Male
24904,21, Private, HS-grad, Female
24905,45, Private, HS-grad, Male
24906,38, Private, Bachelors, Male
24907,28, Private, Bachelors, Female
24908,40, Local-gov, Bachelors, Male
24909,32, Private, HS-grad, Female
24910,55, Local-gov, Some-college, Female
24911,64, Private, HS-grad, Female
24912,34, Private, HS-grad, Male
24913,19, ?, Some-college, Male
24914,58, Private, Some-college, Female
24915,46, Private, Assoc-acdm, Male
24916,44, Private, Assoc-voc, Male
24917,31, Private, Some-college, Female
24918,31, Federal-gov, HS-grad, Female
24919,39, Private, Some-college, Female
24920,19, Private, 12th, Female
24921,56, Private, HS-grad, Female
24922,53, Local-gov, 9th, Male
24923,68, Private, Masters, Male
24924,69, Private, HS-grad, Female
24925,62, Private, Some-college, Male
24926,62, State-gov, HS-grad, Male
24927,39, Private, HS-grad, Female
24928,45, Federal-gov, Assoc-acdm, Male
24929,29, Private, Some-college, Male
24930,33, Private, Some-college, Male
24931,34, Private, Some-college, Male
24932,29, Private, HS-grad, Female
24933,65, Self-emp-inc, 11th, Male
24934,18, Private, Some-college, Female
24935,22, Private, HS-grad, Male
24936,30, Private, Bachelors, Male
24937,44, Private, Bachelors, Male
24938,48, Private, Some-college, Female
24939,52, Federal-gov, HS-grad, Male
24940,53, Self-emp-not-inc, Bachelors, Male
24941,48, Federal-gov, HS-grad, Female
24942,25, Private, Bachelors, Female
24943,41, Private, Bachelors, Male
24944,37, Private, HS-grad, Male
24945,55, Private, 10th, Male
24946,67, Private, HS-grad, Female
24947,36, Private, Some-college, Male
24948,47, Private, HS-grad, Female
24949,36, ?, HS-grad, Female
24950,25, Private, Bachelors, Female
24951,19, Private, 9th, Male
24952,24, Private, 7th-8th, Male
24953,30, Self-emp-not-inc, Some-college, Male
24954,17, Private, 11th, Male
24955,28, Private, Bachelors, Male
24956,34, Private, Assoc-voc, Male
24957,35, Private, Some-college, Male
24958,24, Local-gov, Some-college, Male
24959,43, Private, HS-grad, Female
24960,20, Private, HS-grad, Male
24961,55, Private, Masters, Male
24962,22, Private, Some-college, Female
24963,20, Private, Some-college, Male
24964,44, Private, HS-grad, Female
24965,38, Private, Assoc-acdm, Male
24966,53, Private, 9th, Female
24967,26, Private, Some-college, Male
24968,58, Private, Some-college, Male
24969,23, Private, HS-grad, Male
24970,53, Private, 1st-4th, Male
24971,35, Private, HS-grad, Male
24972,41, Self-emp-inc, HS-grad, Male
24973,31, Private, HS-grad, Male
24974,50, Private, HS-grad, Female
24975,57, Private, 9th, Male
24976,25, Private, 11th, Male
24977,23, Private, HS-grad, Male
24978,48, Private, Bachelors, Male
24979,34, Private, Some-college, Female
24980,37, Private, Some-college, Male
24981,43, Self-emp-inc, Bachelors, Male
24982,20, Private, Some-college, Male
24983,40, Local-gov, Bachelors, Male
24984,27, Private, Some-college, Female
24985,35, Private, 10th, Male
24986,33, Private, Bachelors, Female
24987,57, State-gov, Some-college, Female
24988,43, Private, Assoc-acdm, Male
24989,40, Private, Assoc-acdm, Male
24990,54, Private, Some-college, Male
24991,28, Private, Some-college, Female
24992,32, Private, HS-grad, Male
24993,49, Private, HS-grad, Male
24994,52, Private, HS-grad, Male
24995,41, Private, 10th, Male
24996,19, Private, HS-grad, Male
24997,33, Private, HS-grad, Female
24998,21, ?, Some-college, Male
24999,25, Private, Bachelors, Female
25000,44, Private, 11th, Female
25001,20, Private, Some-college, Male
25002,46, Private, 10th, Male
25003,39, Private, HS-grad, Male
25004,34, Private, HS-grad, Male
25005,19, Private, HS-grad, Male
25006,27, Private, HS-grad, Male
25007,53, Private, 9th, Male
25008,46, Private, Assoc-voc, Male
25009,23, ?, Bachelors, Male
25010,39, Private, Some-college, Male
25011,30, Private, HS-grad, Male
25012,53, Private, Masters, Male
25013,33, Private, 9th, Male
25014,22, Private, Some-college, Female
25015,44, Private, Some-college, Female
25016,30, Private, Some-college, Female
25017,66, Private, Some-college, Female
25018,39, Private, Bachelors, Male
25019,37, Private, HS-grad, Male
25020,34, Private, HS-grad, Female
25021,17, Private, 11th, Male
25022,43, Private, Bachelors, Male
25023,46, Private, Bachelors, Male
25024,17, Private, 11th, Male
25025,60, Private, 7th-8th, Male
25026,63, Private, Masters, Male
25027,42, Private, Assoc-acdm, Male
25028,30, Private, 9th, Male
25029,33, Private, HS-grad, Male
25030,43, Private, Some-college, Male
25031,20, Private, 9th, Female
25032,30, Private, Some-college, Male
25033,37, Private, HS-grad, Male
25034,33, ?, Some-college, Female
25035,49, Self-emp-not-inc, Bachelors, Male
25036,65, Private, HS-grad, Female
25037,35, Private, Prof-school, Male
25038,27, Private, Bachelors, Male
25039,33, Private, HS-grad, Male
25040,18, Private, 12th, Female
25041,41, Local-gov, Masters, Male
25042,38, Private, Bachelors, Male
25043,45, Private, HS-grad, Male
25044,18, ?, Some-college, Male
25045,33, Private, Some-college, Female
25046,28, Private, HS-grad, Male
25047,47, Private, HS-grad, Female
25048,30, Private, Assoc-acdm, Female
25049,36, Private, Assoc-acdm, Male
25050,21, Private, HS-grad, Male
25051,44, Private, Bachelors, Male
25052,33, Private, HS-grad, Male
25053,61, ?, HS-grad, Male
25054,29, Private, Some-college, Male
25055,45, Private, Some-college, Male
25056,18, ?, HS-grad, Female
25057,29, Local-gov, Assoc-voc, Male
25058,27, Private, Bachelors, Female
25059,21, Private, Some-college, Male
25060,22, ?, Some-college, Female
25061,49, Self-emp-inc, Some-college, Male
25062,35, Private, Some-college, Male
25063,47, Private, HS-grad, Male
25064,37, Local-gov, Some-college, Male
25065,37, Private, Assoc-voc, Male
25066,26, Private, HS-grad, Male
25067,18, ?, HS-grad, Male
25068,55, Federal-gov, Some-college, Male
25069,47, Private, Assoc-acdm, Male
25070,59, Private, HS-grad, Female
25071,70, Private, HS-grad, Female
25072,53, Federal-gov, HS-grad, Male
25073,39, Private, HS-grad, Female
25074,38, Private, 9th, Male
25075,33, Private, Some-college, Female
25076,19, ?, Some-college, Male
25077,28, Private, HS-grad, Male
25078,74, Private, 10th, Female
25079,40, Private, Bachelors, Male
25080,35, Private, Assoc-voc, Male
25081,35, Self-emp-not-inc, HS-grad, Male
25082,41, Private, Some-college, Male
25083,38, Private, Some-college, Male
25084,29, Self-emp-not-inc, 10th, Male
25085,46, Self-emp-not-inc, HS-grad, Male
25086,46, Private, HS-grad, Female
25087,40, Private, Bachelors, Male
25088,29, Federal-gov, Bachelors, Male
25089,39, Private, Assoc-acdm, Male
25090,31, Private, HS-grad, Male
25091,50, Local-gov, Masters, Female
25092,31, State-gov, Bachelors, Female
25093,27, Private, Some-college, Male
25094,27, Private, Some-college, Male
25095,28, Private, Bachelors, Female
25096,21, Private, HS-grad, Female
25097,57, Local-gov, Bachelors, Male
25098,56, Local-gov, Masters, Female
25099,22, ?, HS-grad, Female
25100,48, Private, Preschool, Female
25101,36, Self-emp-inc, Some-college, Male
25102,51, Private, 12th, Male
25103,39, Local-gov, Assoc-acdm, Male
25104,43, Private, HS-grad, Male
25105,38, Private, Masters, Male
25106,51, Local-gov, HS-grad, Male
25107,43, State-gov, HS-grad, Male
25108,44, Private, Masters, Male
25109,35, Private, HS-grad, Female
25110,40, Private, HS-grad, Male
25111,39, Private, 10th, Female
25112,47, Self-emp-inc, 7th-8th, Male
25113,23, Private, Preschool, Female
25114,26, Private, 11th, Male
25115,25, Local-gov, HS-grad, Female
25116,29, Private, Some-college, Male
25117,30, Private, HS-grad, Male
25118,57, State-gov, Bachelors, Male
25119,37, Self-emp-inc, Assoc-voc, Male
25120,39, Private, Bachelors, Male
25121,37, Private, Masters, Female
25122,45, ?, HS-grad, Male
25123,21, Private, Some-college, Female
25124,25, State-gov, Some-college, Female
25125,61, State-gov, HS-grad, Female
25126,59, Private, HS-grad, Male
25127,28, Private, HS-grad, Male
25128,24, Private, Some-college, Female
25129,47, Private, HS-grad, Male
25130,29, Private, HS-grad, Male
25131,49, Self-emp-not-inc, 9th, Female
25132,41, Local-gov, Bachelors, Female
25133,33, Private, Some-college, Female
25134,20, ?, Some-college, Male
25135,40, Private, Doctorate, Female
25136,32, Private, Some-college, Male
25137,48, Private, Bachelors, Male
25138,24, Private, Some-college, Female
25139,50, Private, Assoc-voc, Male
25140,31, State-gov, HS-grad, Male
25141,23, Private, Assoc-voc, Male
25142,35, Private, HS-grad, Male
25143,50, Local-gov, HS-grad, Male
25144,39, Private, 9th, Male
25145,52, Private, 7th-8th, Male
25146,44, Private, HS-grad, Male
25147,43, Private, Bachelors, Male
25148,39, Private, HS-grad, Male
25149,33, Private, 7th-8th, Male
25150,31, Private, Masters, Male
25151,40, Self-emp-not-inc, Some-college, Female
25152,28, Local-gov, Prof-school, Male
25153,19, Private, 12th, Female
25154,35, Private, Assoc-voc, Male
25155,44, Private, Bachelors, Male
25156,40, Self-emp-not-inc, Bachelors, Male
25157,20, Private, Some-college, Female
25158,55, Private, HS-grad, Male
25159,30, Private, 7th-8th, Male
25160,38, Private, HS-grad, Male
25161,75, Private, HS-grad, Male
25162,17, Private, 11th, Male
25163,79, ?, Masters, Male
25164,20, Private, Some-college, Male
25165,25, Private, Assoc-acdm, Male
25166,27, Private, Bachelors, Male
25167,19, Private, Some-college, Female
25168,21, Private, Some-college, Female
25169,19, Private, Some-college, Male
25170,42, Private, Some-college, Male
25171,28, Private, 10th, Male
25172,47, Self-emp-not-inc, Some-college, Male
25173,59, Private, Some-college, Female
25174,50, Private, HS-grad, Male
25175,48, Self-emp-inc, HS-grad, Male
25176,33, Local-gov, HS-grad, Male
25177,27, Private, Assoc-acdm, Female
25178,45, Private, Doctorate, Male
25179,24, Private, 7th-8th, Male
25180,31, Private, HS-grad, Female
25181,24, Private, 5th-6th, Male
25182,29, Private, HS-grad, Male
25183,24, Private, HS-grad, Male
25184,24, Private, Bachelors, Female
25185,28, Private, Some-college, Female
25186,63, ?, HS-grad, Male
25187,36, Federal-gov, Some-college, Male
25188,58, State-gov, 7th-8th, Male
25189,51, Private, Some-college, Female
25190,42, Private, Some-college, Male
25191,39, Private, Some-college, Male
25192,26, Private, Bachelors, Female
25193,39, Private, Some-college, Male
25194,28, Private, Bachelors, Male
25195,51, Private, Bachelors, Male
25196,45, Private, Bachelors, Male
25197,45, Private, Assoc-voc, Male
25198,23, State-gov, Bachelors, Female
25199,38, Private, Some-college, Male
25200,38, Private, 11th, Male
25201,39, Private, Some-college, Male
25202,52, Private, Assoc-voc, Male
25203,17, Private, 12th, Female
25204,31, Private, Bachelors, Male
25205,22, Private, HS-grad, Male
25206,47, State-gov, HS-grad, Female
25207,28, Private, Some-college, Female
25208,30, ?, HS-grad, Female
25209,41, Private, HS-grad, Male
25210,29, Private, Masters, Male
25211,42, Self-emp-not-inc, Prof-school, Male
25212,52, Federal-gov, Some-college, Male
25213,35, Private, Bachelors, Female
25214,28, Private, Assoc-acdm, Female
25215,46, Private, Masters, Male
25216,21, ?, Some-college, Female
25217,45, Local-gov, HS-grad, Female
25218,21, Private, HS-grad, Male
25219,74, Private, 10th, Male
25220,29, Private, HS-grad, Male
25221,39, Local-gov, HS-grad, Female
25222,44, Private, Some-college, Male
25223,23, Self-emp-inc, Bachelors, Male
25224,32, Local-gov, Assoc-acdm, Female
25225,61, ?, 10th, Female
25226,43, Private, HS-grad, Female
25227,23, Private, Preschool, Female
25228,18, Private, Some-college, Female
25229,38, Private, HS-grad, Male
25230,33, Private, Bachelors, Male
25231,19, Self-emp-inc, Some-college, Female
25232,23, Private, Some-college, Male
25233,37, Private, HS-grad, Male
25234,25, Private, HS-grad, Male
